"CustomerID","OrderID","OrderAmount","OrderDate"
89,925992,865.387388859936,"10/22/14"
89,700198,674.672724222181,"06/22/19"
89,600201,3989.70870914939,"05/06/15"
89,964418,2931.25454623032,"11/23/23"
90,987099,3360.28952125263,"03/07/14"
91,807910,179.381946963389,"10/09/17"
91,190417,1342.56217328221,"09/30/15"
91,111984,4460.57554417803,"09/02/19"
91,183291,1055.54400414922,"01/16/22"
92,734151,557.030089213033,"08/15/23"
92,959466,4249.74739970187,"05/12/14"
93,834803,1452.02120246468,"07/15/21"
93,214456,190.092096542827,"10/21/23"
93,956841,3492.53610015663,"07/29/18"
93,866759,1686.71591702191,"04/24/17"
93,133783,3760.68350893224,"09/01/20"
93,993481,1330.29250795932,"06/16/22"
94,143169,998.916765636124,"07/10/20"
94,734456,4651.41179424327,"09/15/22"
94,891975,719.293469787769,"11/24/21"
95,312603,3648.84718474575,"08/07/18"
95,818837,1550.06694423942,"12/25/20"
96,247735,1877.49264195585,"10/03/23"
96,381197,540.396573507187,"02/22/16"
97,703555,3661.51027213636,"06/08/14"
97,536862,3519.38064897533,"12/29/16"
98,829282,1342.81422201879,"02/25/20"
98,633903,1167.66776017105,"01/15/16"
99,550134,2827.23429966055,"09/27/15"
99,965990,718.728571827886,"12/06/20"
99,967854,562.652598536357,"04/01/14"
99,893070,2544.95847287745,"01/28/22"
99,730532,606.827162816369,"03/31/23"
99,837651,3260.02423593254,"02/11/19"
100,347997,2747.46709313135,"11/01/19"
100,428615,4482.58150437769,"09/26/22"
100,615795,2872.15025800512,"05/19/15"
101,708986,1277.4657049068,"01/07/16"
101,387360,1643.10037848559,"08/31/18"
101,998902,497.089191278778,"06/12/17"
101,671302,4937.94717703977,"06/30/21"
101,150519,2083.15281276533,"10/25/15"
102,443150,1659.6900639925,"01/07/21"
102,194913,3395.28558710088,"09/29/18"
102,369637,3002.27671820427,"09/30/15"
102,416527,752.728628269481,"06/05/20"
103,332520,4040.0687812046,"03/26/20"
103,771986,2549.79906062746,"07/20/15"
103,205573,553.252145900923,"01/11/14"
103,419658,1014.53570500864,"05/19/21"
104,972391,715.193970502538,"08/30/20"
104,533961,2665.46153969629,"07/21/14"
105,163014,4879.81783873871,"06/06/22"
105,285550,2767.28994940817,"10/03/15"
106,576379,4499.88293787431,"08/14/22"
106,572295,2769.38391221567,"03/10/18"
106,917203,3678.08641701052,"07/04/14"
106,428055,465.728312289201,"07/15/21"
106,188422,2384.28979652503,"02/12/17"
107,526583,4628.12780796527,"06/01/18"
107,453548,3855.98384948597,"03/26/15"
107,972565,1584.78578421195,"05/14/20"
107,640277,3177.7857030935,"11/06/14"
107,745424,3412.91462649032,"12/21/21"
107,572697,2120.17066637516,"10/25/16"
107,785493,2797.31170780441,"01/31/17"
108,932978,475.941851579138,"01/10/23"
108,258477,893.422732497847,"06/20/21"
109,882957,4428.0406469885,"10/18/15"
109,232018,100.913988036249,"06/18/22"
110,536048,4777.37305140817,"12/11/23"
110,379720,984.539319122876,"05/26/21"
110,183384,3048.85299633269,"08/16/16"
111,371265,286.622872936664,"11/03/21"
111,510243,1123.27158392349,"03/18/23"
111,412579,2806.59407530445,"08/12/18"
111,163965,1881.8622587053,"06/26/20"
111,982876,2927.20990084664,"07/09/22"
111,193948,1345.88003407984,"10/30/14"
111,348099,2747.36657661836,"02/16/17"
111,867610,3424.12023896476,"01/18/16"
112,996030,3018.83113839149,"03/08/23"
112,310448,2665.95073866759,"12/27/14"
113,195761,1604.16418282419,"09/19/21"
113,653214,4710.3128308401,"05/04/18"
113,436128,1683.18853816505,"08/20/22"
114,830212,2171.0145655659,"05/05/16"
114,239005,4686.09251641794,"04/23/14"
114,664984,4485.8199153711,"09/30/21"
114,549764,3951.03385342368,"03/23/22"
114,150013,208.124128543225,"09/04/17"
115,780206,3090.84972705981,"12/13/20"
116,781707,3785.4306277635,"11/25/14"
117,389987,1830.20415579811,"08/04/22"
117,773217,4147.06831189508,"12/19/19"
117,577317,2383.9698340266,"08/24/18"
117,417942,3032.95866676702,"03/24/21"
118,226613,391.976777030404,"10/22/19"
118,577910,3959.93672268161,"11/07/22"
118,791252,2664.66671751784,"03/18/15"
118,226202,3365.95768579587,"01/16/18"
118,218542,3164.11680255074,"08/09/14"
118,675610,900.497116152259,"08/18/16"
119,581799,4211.81837954669,"09/23/15"
119,370675,2424.7309787416,"09/21/20"
120,303085,4802.97599998377,"04/21/19"
120,576152,4595.96074730335,"11/04/15"
120,617733,4129.46164613855,"07/20/14"
121,634125,2325.96414427013,"08/14/20"
121,742416,478.218898109693,"07/05/23"
121,999083,4921.75441996774,"02/01/16"
122,414557,1972.48342667959,"04/13/21"
122,290285,1500.91261547889,"09/17/15"
122,213978,120.518473776994,"04/09/20"
123,444877,4943.84593652396,"12/05/20"
123,822927,4787.93012605781,"10/27/15"
123,355493,3670.41579275935,"10/13/19"
123,865359,662.292637127794,"09/24/18"
124,356812,2427.94037704716,"05/20/16"
124,404958,3929.99953446091,"10/30/14"
124,270956,1474.94398486579,"10/14/21"
125,342037,3678.19233835355,"12/17/14"
125,634231,2056.72964297619,"08/05/19"
125,121042,3724.44619903923,"02/02/17"
126,482811,3684.65438584956,"10/31/14"
126,314304,4179.79768929804,"03/30/18"
126,538963,4345.47359934453,"03/05/22"
127,967965,2646.09721143474,"10/07/22"
127,909269,389.967652131355,"03/16/23"
127,800399,3867.70821839872,"11/03/19"
128,742536,1120.74541104174,"05/05/23"
128,510226,3379.17324663185,"09/26/16"
128,787018,3533.55505429289,"10/13/14"
129,728177,438.852481820656,"05/02/23"
129,555982,223.475564623241,"12/13/19"
129,510281,2417.8347663808,"08/01/17"
129,539727,2863.07531317147,"05/28/16"
129,856357,1719.74891130083,"03/20/21"
130,816435,1380.53178763838,"01/15/19"
131,724773,4549.27393793737,"05/16/16"
131,729756,3699.58067348162,"11/01/23"
131,187980,1661.57905955357,"10/08/21"
131,889313,4713.22376377972,"03/21/19"
131,498838,2911.86793007763,"08/31/20"
132,487773,3246.22388602676,"07/12/20"
132,726840,210.566107356201,"08/31/22"
132,497819,696.307002960694,"02/21/18"
132,971905,4464.22643176303,"08/21/19"
132,191873,3172.14532919071,"09/17/17"
133,399488,1417.10831364797,"08/07/23"
133,779659,3974.38639931082,"07/26/17"
134,237263,968.900110797303,"11/11/21"
134,835518,941.964355752526,"11/07/16"
134,147645,3603.00771704744,"05/01/17"
135,408360,1538.32048304744,"03/22/23"
135,652144,198.67545985152,"02/12/20"
135,237080,4442.23934087437,"01/22/19"
136,629321,3705.99797240474,"01/11/16"
136,734044,1507.38392510524,"11/10/22"
137,924930,4525.79577398907,"06/03/17"
137,975817,4309.64761246989,"11/09/22"
137,350231,2139.68762537075,"10/22/18"
138,290271,3263.45262758622,"03/28/22"
139,465036,3391.3734102959,"04/24/21"
139,365228,2198.10130534915,"07/09/19"
140,246259,3751.55223918509,"04/23/14"
140,301682,2051.57469053637,"06/25/17"
140,609394,2664.69520683061,"11/07/18"
140,644061,3938.59737797961,"10/30/21"
140,413559,4143.53571917219,"01/05/22"
141,869565,1762.2792397518,"08/11/18"
141,853624,4525.91571496614,"08/10/17"
142,872268,4307.62079409841,"06/21/18"
142,328506,3946.90992047481,"11/15/14"
142,172227,818.80605867439,"08/01/20"
142,689719,577.787693072989,"09/11/22"
142,347941,3444.44834595907,"05/05/23"
143,324737,412.055360762332,"05/09/21"
143,637674,4320.94842586803,"08/02/18"
143,499437,2282.50665341836,"04/23/17"
144,676623,1633.30578534123,"03/27/14"
144,563930,4035.90003285755,"01/05/15"
144,988704,3029.41593554386,"03/07/23"
144,867175,3420.84388188647,"11/15/17"
144,604515,3162.40076704257,"12/12/16"
145,513867,1053.22166252557,"05/01/17"
145,170474,3415.55871061725,"09/01/21"
145,362048,1027.05938271274,"05/18/15"
146,597666,3576.00522693949,"09/05/22"
147,283163,3654.3208411508,"02/15/15"
147,278838,3098.84179680133,"05/27/14"
147,738453,4443.26377360469,"06/26/22"
147,433134,447.488201491098,"02/12/23"
148,318599,2026.29681121469,"10/25/22"
149,254721,920.552748138144,"03/31/21"
149,921190,4411.58167096237,"08/06/16"
149,742974,697.251604408125,"08/16/20"
150,247032,3017.29521376868,"10/25/20"
150,557820,2393.10426614241,"10/19/18"
150,377948,3946.81321312751,"03/09/17"
150,769986,4485.77735959918,"09/09/14"
150,381209,3400.37823284382,"02/11/15"
150,764490,2344.34022126096,"04/10/21"
151,653958,4243.70225915898,"11/02/16"
151,451300,4611.38786381524,"12/27/14"
152,583178,4583.50753496288,"12/09/23"
152,655839,1478.8256126436,"03/21/17"
152,987457,922.29151866554,"10/29/19"
153,123834,1936.64212931499,"07/18/16"
153,372544,3621.71875498479,"05/28/21"
153,133896,3771.95718194836,"04/17/17"
153,599387,4972.21848316,"07/13/18"
154,873068,3721.54796776547,"05/03/19"
154,313286,4093.85329331145,"03/18/16"
154,146032,4321.08386150449,"11/09/22"
154,395830,3390.77994040074,"04/23/17"
154,334337,2357.5946411842,"12/16/18"
155,566995,4328.31972820385,"10/25/23"
155,414260,2719.83852307007,"06/20/17"
155,610472,134.213083213706,"01/07/18"
155,789995,4774.80709888262,"07/17/14"
156,825527,2734.16466589357,"04/08/20"
156,554598,1016.90892501146,"11/26/23"
157,118557,2515.48916111371,"08/19/14"
157,434248,2731.50244223567,"06/18/21"
157,761440,4771.67410897227,"10/25/23"
157,823055,3573.60565258925,"09/23/15"
158,573656,445.624624205487,"01/09/15"
158,124354,3828.3412905904,"06/21/20"
159,679802,3715.61403432684,"12/27/15"
159,470191,927.169028344365,"07/15/22"
159,886492,2465.97124460951,"09/26/16"
159,647353,2607.72423719046,"01/20/23"
160,104011,3069.03835752981,"12/21/21"
160,298763,1515.94577211319,"12/19/18"
160,532941,4767.33226945453,"02/19/22"
160,711533,2768.32109080791,"12/22/20"
160,874751,3487.10865255135,"12/05/19"
160,469673,1051.94049790883,"06/08/23"
160,871152,2566.39113997015,"03/07/16"
161,660185,528.487858819439,"12/14/22"
161,812593,1180.49305696958,"03/01/18"
161,832256,295.076053284194,"11/05/16"
161,367673,1128.49838497253,"11/05/15"
162,213793,3841.22763397424,"12/04/15"
162,271616,2589.89442145945,"06/09/19"
162,633285,1969.92084563476,"09/29/21"
162,478189,2442.97872542364,"05/02/22"
162,734402,3175.57749807816,"09/11/16"
163,103114,438.280990865737,"09/19/19"
164,866868,1972.40512285387,"05/16/23"
164,910192,2187.3878453953,"10/01/16"
164,867166,3323.05037803574,"02/26/22"
164,900562,3249.69584548091,"11/28/18"
165,300173,2409.41054541319,"04/07/18"
165,543833,982.777373889834,"04/25/15"
165,974609,4430.05144167115,"12/24/14"
165,770990,1076.7928984088,"01/29/17"
165,155739,224.208160893299,"11/02/16"
166,480069,1090.53205620383,"01/03/20"
167,913051,703.912544849502,"08/01/17"
167,365864,1779.91092754671,"03/09/16"
167,785328,892.303311042536,"05/09/15"
167,151567,2949.66460174614,"11/30/22"
167,512601,3733.67393148746,"01/25/18"
168,931187,4590.79684046602,"09/11/17"
168,965361,1086.19256185891,"08/18/16"
169,853818,2378.67803768246,"06/26/21"
169,838276,4375.86683888089,"08/10/18"
169,938489,4604.11935216325,"02/06/23"
169,899448,3487.93868181444,"01/03/19"
170,563120,1566.2368210752,"12/28/19"
170,934123,4077.85291991934,"10/02/17"
170,324062,3653.04468367325,"06/26/20"
170,778960,4257.5116945907,"09/22/23"
170,841063,3990.28215391407,"07/06/22"
171,245213,2285.1821709513,"01/16/16"
171,115896,2069.19372906002,"10/07/15"
171,839791,1998.58567272661,"07/14/14"
171,828263,3769.91943921595,"07/18/23"
172,800614,2474.97863298791,"12/16/23"
172,152344,2464.74605474145,"11/02/18"
173,111549,1568.37655082331,"03/06/14"
173,907641,2672.74176720238,"10/17/20"
173,115116,3129.62491389846,"01/19/21"
174,807788,3350.22247656961,"03/06/22"
174,892879,2798.23625025916,"12/28/20"
174,393459,4299.12563240357,"11/26/16"
175,449317,2536.5440442953,"12/25/18"
175,930819,684.966955557164,"09/09/19"
175,985259,4226.32362616921,"01/18/14"
175,613269,3026.83065382049,"05/22/22"
175,447186,1039.50746521231,"11/05/23"
175,432255,4287.28222669068,"11/17/21"
176,996068,990.90649890296,"09/03/15"
176,833375,4155.60845442823,"10/18/14"
176,622820,3562.36023207167,"12/18/23"
177,297780,4199.00136472843,"03/29/21"
177,206311,4650.12471950013,"07/19/17"
178,896790,1368.63094648638,"12/25/14"
178,496456,4126.04369191688,"06/11/23"
178,364080,694.384690227117,"05/21/18"
178,275037,4076.70282132259,"03/18/17"
179,795416,4852.11243670555,"01/20/16"
179,495460,708.126101797509,"11/27/21"
179,430763,3834.83908573947,"02/20/23"
180,270635,2499.95075314238,"08/21/23"
180,495783,1470.21796061671,"10/23/17"
180,700699,2644.63219394729,"01/13/14"
180,298153,4084.42351032313,"12/01/20"
181,713332,4045.07257144927,"01/16/14"
181,642955,1800.31144351978,"01/29/16"
181,127302,4477.68317253114,"10/20/19"
181,696822,2561.62191786327,"11/17/20"
182,797789,158.814833636144,"09/07/16"
182,445744,3155.24405635336,"04/09/23"
182,607173,2476.5881388678,"10/30/20"
182,950185,3396.50433260993,"12/04/15"
182,566836,2638.25111374288,"02/09/17"
183,401407,4243.77001058398,"02/08/23"
183,675770,1351.23141612162,"10/28/17"
183,510616,3866.86094367631,"06/29/21"
184,325756,3623.47054050298,"04/08/21"
184,764006,2245.70944700027,"10/10/18"
184,778145,1385.80104479758,"08/27/19"
185,749837,1815.97353701377,"06/14/22"
185,237799,622.45573278933,"04/07/20"
186,211776,3043.88153176413,"09/15/22"
186,882119,2634.32619569829,"11/06/19"
187,873429,931.82008682485,"09/20/17"
187,880427,4630.74477653032,"10/21/14"
188,125938,1782.0498964158,"09/16/19"
188,823559,2840.16884566544,"09/06/16"
189,504427,490.603858617696,"09/03/21"
189,137860,2031.04174859507,"09/09/18"
189,623225,2920.75973968736,"05/04/19"
189,695983,272.554350275065,"11/22/14"
190,892244,1649.45410056032,"06/18/20"
190,100654,1088.79524643704,"06/25/19"
190,680222,3381.79681096941,"09/27/14"
190,225851,3414.35200765903,"07/24/17"
191,317508,4978.00374327775,"11/22/22"
191,450036,2395.92927349656,"03/07/20"
191,139148,2269.86391488319,"11/12/15"
192,244233,268.713412009241,"11/21/15"
192,206379,1972.45125324734,"03/01/14"
192,321439,4437.67050566707,"08/08/17"
192,257403,2576.28975687906,"09/24/19"
192,955876,4574.82546276843,"05/22/22"
193,445452,3415.42444440728,"08/25/17"
193,626925,586.225020863769,"08/06/20"
193,862277,1450.27720391497,"01/16/22"
193,706752,1154.26254595787,"10/30/14"
193,213768,3850.04986767439,"05/19/23"
193,977311,4987.83884274611,"08/21/15"
193,729112,1254.38231839892,"03/31/18"
193,118830,412.59332564263,"03/18/16"
194,730759,1760.18380586376,"05/17/14"
194,612214,1948.28873404243,"04/21/18"
194,453699,3181.47719524206,"12/19/20"
194,739548,4267.47071881013,"10/29/21"
194,729674,4743.66226761497,"04/02/22"
195,583761,3737.61269173993,"07/10/21"
195,356681,4629.11687855753,"03/14/16"
195,795923,1569.65404761802,"06/23/18"
195,905609,1909.83523743822,"02/05/23"
196,665158,181.636309096658,"07/30/22"
196,433245,3357.22210406315,"10/26/18"
196,723765,479.666571582691,"05/14/17"
197,404094,2588.9485903414,"10/11/18"
197,472078,4897.25601987917,"07/18/19"
197,453330,2620.99905132899,"02/02/16"
198,976058,2338.75155151261,"05/17/19"
198,146015,1545.23453780748,"09/06/23"
199,531739,436.894141470189,"12/26/22"
199,773078,249.037815959043,"12/08/23"
199,401763,4400.97208382686,"05/27/18"
