"CustomerID";"Industry";"Region";"Revenue";"Employees"
388;"Energy";"Africa";19386759;756
389;"Technology";"Europe";17866619;49
390;"Technology";"Africa";52474968;34
391;"Healthcare";"South America";2971856;18
392;"Healthcare";"Asia-Pacific";10672540;11
393;"Transportation";"South America";18569332;99
394;"Transportation";"North America";223085319;45
395;"Healthcare";"South America";42749774;882
396;"Manufacturing";"North America";7442266;824
397;"Transportation";"South America";230371121;23
398;"Education";"North America";2210355;305
399;"Transportation";"Europe";176716230;34
400;"Technology";"Africa";10241218;19
401;"Transportation";"Africa";76821567;349
402;"Manufacturing";"Middle East";1956331;4748
403;"Healthcare";"Africa";239698868;21
404;"Technology";"Asia-Pacific";73991831;2883
405;"Transportation";"South America";81247234;49
406;"Manufacturing";"Middle East";4816339;11
407;"Education";"Asia-Pacific";3743853;874
408;"Transportation";"Asia-Pacific";474080014;22
409;"Manufacturing";"North America";41302424;145
410;"Education";"Africa";25290717;488
411;"Healthcare";"Europe";5518349;788
412;"Transportation";"Europe";69659206;174
413;"Education";"Middle East";20797968;43
414;"Technology";"Europe";86210403;1523
415;"Healthcare";"South America";35999496;210
416;"Technology";"Europe";2414821;471
417;"Retail";"Middle East";17386223;26
418;"Finance";"Europe";253869243;924
419;"Transportation";"South America";57339838;383
420;"Education";"North America";1654037;18
421;"Finance";"Middle East";452064501;34
422;"Finance";"North America";4135988;49
423;"Education";"North America";19467188;324
424;"Healthcare";"North America";2804673;164
425;"Transportation";"Asia-Pacific";22938199;778
426;"Retail";"Africa";98841287;914
427;"Technology";"Asia-Pacific";12594378;3004
428;"Manufacturing";"Africa";13998604;713
429;"Technology";"North America";205573072;4244
430;"Manufacturing";"Middle East";14167121;41
431;"Technology";"Africa";8303389;4507
432;"Education";"South America";175134271;30
433;"Retail";"South America";71131601;44
434;"Transportation";"Europe";34501229;322
435;"Manufacturing";"Africa";278939423;82
436;"Transportation";"Middle East";23151882;722
437;"Transportation";"Asia-Pacific";23210016;319
438;"Transportation";"North America";47545701;48
439;"Energy";"Europe";11737320;62
440;"Healthcare";"South America";7389383;733
441;"Technology";"Asia-Pacific";11996746;3991
442;"Transportation";"Asia-Pacific";5164053;68
443;"Technology";"North America";18176498;30
444;"Transportation";"Africa";189859624;4469
445;"Manufacturing";"South America";25282379;4070
446;"Healthcare";"Middle East";29825144;199
447;"Healthcare";"Asia-Pacific";22542637;326
448;"Education";"North America";4839647;186
449;"Energy";"Middle East";16779534;438
450;"Education";"Africa";48779087;185
451;"Education";"South America";87712981;1663
452;"Education";"Africa";29734816;41
453;"Education";"Asia-Pacific";9530889;136
454;"Education";"Middle East";15167207;139
455;"Retail";"Middle East";13411039;31
456;"Healthcare";"Middle East";4469553;37
457;"Education";"Asia-Pacific";428398843;38
458;"Transportation";"Asia-Pacific";1647008;22
459;"Healthcare";"Africa";28962049;4538
460;"Healthcare";"Europe";247069152;52
461;"Finance";"Africa";91839392;3589
462;"Retail";"South America";3995944;713
463;"Education";"North America";1176076;963
464;"Technology";"Middle East";454371485;77
465;"Manufacturing";"Europe";13388512;40
466;"Energy";"North America";51947763;138
467;"Transportation";"Europe";194159765;22
468;"Technology";"Africa";409644390;478
469;"Retail";"Asia-Pacific";4778753;46
470;"Manufacturing";"Middle East";390085734;689
471;"Retail";"Africa";58439469;384
472;"Transportation";"North America";74455289;12
473;"Healthcare";"North America";35941617;28
474;"Manufacturing";"North America";9845710;523
475;"Healthcare";"North America";1721001;3461
476;"Transportation";"North America";19689142;80
477;"Technology";"Europe";96462256;48
478;"Transportation";"Africa";99092554;308
479;"Technology";"Middle East";34391234;34
480;"Manufacturing";"Asia-Pacific";191144826;4200
481;"Manufacturing";"Asia-Pacific";2443717;46
482;"Education";"Africa";54409352;17
483;"Retail";"Africa";48023557;156
484;"Education";"Asia-Pacific";81050824;25
485;"Retail";"Asia-Pacific";71888358;4656
486;"Education";"Europe";277366431;10
487;"Healthcare";"South America";1033320;461
488;"Manufacturing";"Middle East";461037169;53
489;"Technology";"North America";358564811;10
490;"Retail";"South America";36241927;182
491;"Transportation";"Africa";13752967;154
492;"Retail";"Asia-Pacific";33526705;424
493;"Technology";"South America";21308507;820
494;"Education";"Middle East";40843837;210
495;"Retail";"Africa";59331795;431
496;"Energy";"North America";17382318;116
497;"Healthcare";"North America";14986298;22
498;"Manufacturing";"Middle East";1100734;18
499;"Technology";"Middle East";28546310;136
500;"Manufacturing";"Asia-Pacific";39628490;734
501;"Energy";"North America";38003027;3650
502;"Retail";"Africa";2147087;254
503;"Retail";"South America";4081091;62
504;"Transportation";"Africa";8829049;64
505;"Energy";"Europe";31091989;2657
506;"Technology";"Europe";18312409;220
507;"Transportation";"Middle East";2868670;125
508;"Healthcare";"Asia-Pacific";62681730;900
509;"Transportation";"Europe";4071102;743
510;"Finance";"North America";213398568;4807
511;"Technology";"Africa";4923643;15
512;"";"Africa";NA;411
513;"Energy";"Middle East";450598090;301
514;"Education";"South America";76098641;386
515;"Finance";"Middle East";44329205;632
516;"Healthcare";"South America";91528843;4695
517;"Transportation";"Middle East";19150540;175
518;"Education";"Middle East";16666968;182
519;"Transportation";"Middle East";77346162;70
520;"Finance";"South America";2992825;2930
521;"Transportation";"South America";439377298;74
522;"Energy";"Middle East";80559798;427
523;"Education";"Europe";26152941;354
524;"Energy";"Asia-Pacific";1594604;493
525;"Finance";"Asia-Pacific";93992967;47
526;"Energy";"Asia-Pacific";39951324;104
527;"Healthcare";"South America";86286070;402
528;"Finance";"South America";5264500;3086
529;"Finance";"Europe";15556086;54
530;"Finance";"Asia-Pacific";73289643;107
531;"Technology";"Asia-Pacific";86458065;1941
532;"Transportation";"Middle East";2517509;29
533;"Technology";"South America";51940369;473
534;"Technology";"Asia-Pacific";91681557;169
535;"Healthcare";"Africa";453538596;571
536;"Education";"Europe";282444343;54
537;"Transportation";"Africa";1789352;721
538;"Energy";"Africa";24678714;214
539;"Retail";"Europe";13109698;53
540;"Finance";"Africa";34609307;416
541;"Energy";"Asia-Pacific";2390281;46
542;"Finance";"South America";8941106;130
543;"Healthcare";"Europe";85876898;686
544;"Finance";"Middle East";27778748;555
545;"Technology";"Africa";28099932;888
546;"Transportation";"Europe";51946830;170
547;"Retail";"North America";7614150;3814
548;"Manufacturing";"North America";476337739;74
549;"Finance";"South America";311283760;43
550;"Energy";"Asia-Pacific";1465757;39
551;"Technology";"South America";22605214;132
552;"Manufacturing";"South America";27923641;903
553;"Retail";"South America";316867219;659
554;"Manufacturing";"South America";14384451;28
555;"Technology";"Middle East";4958123;805
556;"Transportation";"Middle East";29014653;411
557;"Transportation";"Europe";120808635;906
558;"Education";"North America";1301207;33
559;"Transportation";"South America";6424945;21
560;"Education";"Europe";14780146;39
561;"Manufacturing";"North America";7363999;108
562;"Healthcare";"Africa";29109096;1998
563;"Energy";"Asia-Pacific";9790691;167
564;"Energy";"Middle East";45584889;150
565;"Manufacturing";"Africa";47950196;69
566;"Finance";"North America";41003105;144
567;"Finance";"Africa";29852415;163
568;"Transportation";"Asia-Pacific";210388641;683
569;"Energy";"North America";98115625;3529
570;"Energy";"Africa";4961586;646
571;"Education";"Middle East";15765682;819
572;"Healthcare";"Middle East";16186361;316
573;"Technology";"Europe";260474357;2137
574;"Finance";"Africa";4232380;751
575;"Energy";"South America";9443778;976
576;"Education";"Africa";78175911;751
577;"Retail";"North America";1260116;2327
578;"Education";"North America";48134286;318
579;"Finance";"Africa";2892064;2837
580;"Finance";"Asia-Pacific";78207970;1161
581;"Education";"Middle East";211670041;901
582;"Technology";"North America";490090247;54
583;"Manufacturing";"Middle East";1157795;648
584;"Finance";"North America";4562223;2776
585;"Education";"Europe";2257949;247
586;"Energy";"South America";334862166;193
587;"Education";"North America";33607851;698
588;"Healthcare";"Middle East";44314381;547
589;"Manufacturing";"Europe";16360589;23
590;"Retail";"North America";40627457;20
591;"Technology";"Asia-Pacific";89092598;4943
592;"Transportation";"South America";263342628;18
593;"Retail";"North America";17122948;35
594;"Manufacturing";"Europe";78487589;261
595;"Manufacturing";"Asia-Pacific";366998312;638
596;"Manufacturing";"Africa";41662013;250
597;"Retail";"Europe";16497852;53
598;"Energy";"Europe";18205517;157
599;"Manufacturing";"Asia-Pacific";55540070;313
600;"Education";"Europe";47364435;2886
601;"Retail";"Asia-Pacific";1761985;3302
602;"Transportation";"North America";265458757;318
603;"Manufacturing";"Asia-Pacific";4247248;3029
604;"Education";"Asia-Pacific";21960826;698
605;"Energy";"South America";366923864;131
606;"Healthcare";"Asia-Pacific";203276571;28
607;"Energy";"Asia-Pacific";84932801;85
608;"Transportation";"Africa";236307940;35
609;"Manufacturing";"North America";88785284;14
610;"Transportation";"South America";40948990;249
611;"Retail";"Africa";30630592;199
612;"Finance";"Middle East";5152999;4146
613;"Manufacturing";"North America";41320139;14
614;"Finance";"North America";1061367;856
615;"Education";"Middle East";75919139;15
616;"Healthcare";"Asia-Pacific";24600108;590
617;"Technology";"Africa";31393942;54
618;"Transportation";"Europe";3854190;48
619;"Energy";"South America";137407753;4367
620;"Healthcare";"Europe";2093314;998
621;"Manufacturing";"Middle East";39432053;3979
622;"Finance";"North America";61872847;629
623;"Energy";"North America";67819593;74
624;"Finance";"South America";3299484;300
625;"Retail";"North America";9577033;826
626;"Finance";"North America";2911627;797
627;"Retail";"South America";4257181;110
628;"Education";"Africa";42039912;388
629;"Energy";"Africa";1959744;257
630;"Energy";"South America";1923780;531
631;"Technology";"Middle East";48032275;284
632;"Manufacturing";"North America";91916167;33
633;"Retail";"North America";19048203;973
634;"Technology";"Middle East";4103232;1548
635;"Finance";"Africa";60856760;413
636;"Finance";"Asia-Pacific";280568639;306
637;"Technology";"Asia-Pacific";6942811;914
638;"Energy";"Asia-Pacific";257502584;420
639;"Finance";"Africa";58705956;16
640;"Transportation";"Africa";266664164;363
641;"Education";"Middle East";59714891;939
642;"Education";"North America";45258148;4292
643;"Transportation";"Middle East";3320688;770
644;"Technology";"Middle East";445253495;1632
645;"Transportation";"Africa";9220459;382
646;"Retail";"Asia-Pacific";406526007;306
647;"Retail";"Europe";19272667;34
648;"Technology";"North America";1460494;120
649;"Transportation";"Africa";3246533;18
650;"Retail";"Asia-Pacific";16666027;2837
651;"Energy";"Europe";87176570;157
652;"Transportation";"Europe";3540476;284
653;"Energy";"Africa";1034707;450
654;"Retail";"South America";184823921;863
655;"Education";"North America";2567053;2465
656;"Retail";"Europe";30305153;221
657;"Energy";"Africa";13061896;13
658;"Healthcare";"Africa";233872126;678
659;"Manufacturing";"Asia-Pacific";39621156;207
660;"Finance";"South America";364594451;270
661;"Transportation";"North America";4932441;627
662;"Healthcare";"Middle East";84761500;193
663;"Retail";"Asia-Pacific";75560098;360
664;"Education";"Europe";17800197;198
665;"Technology";"Europe";336268004;33
666;"Retail";"Asia-Pacific";6208052;24
667;"Education";"Africa";31244602;16
668;"Manufacturing";"Europe";384138308;4989
669;"Retail";"South America";12500960;170
670;"Energy";"North America";19296048;342
671;"Technology";"South America";16336370;365
672;"Education";"Europe";30781901;108
673;"Education";"Middle East";371475723;521
674;"Education";"North America";49008147;27
675;"Manufacturing";"North America";29685684;119
676;"Retail";"Asia-Pacific";34321905;331
677;"Manufacturing";"Asia-Pacific";6180887;287
678;"Transportation";"Middle East";46973434;418
679;"Finance";"Africa";41217066;361
680;"Finance";"North America";174645629;378
681;"Transportation";"Middle East";16136993;13
682;"Retail";"Asia-Pacific";17103896;883
683;"Energy";"Asia-Pacific";2924401;121
684;"Manufacturing";"North America";6896220;586
685;"Technology";"South America";23138744;4063
686;"Education";"Europe";13535078;3337
687;"Education";"Asia-Pacific";26935774;281
688;"Retail";"Africa";38144439;111
689;"Energy";"Africa";46220970;111
690;"Finance";"Asia-Pacific";39205297;148
691;"Finance";"South America";4679126;3076
692;"Education";"South America";279805611;93
693;"Retail";"Middle East";9273445;369
694;"Manufacturing";"Africa";49372243;48
695;"Finance";"Middle East";8184790;136
696;"Manufacturing";"Africa";228735615;26
697;"Energy";"Europe";133134205;2634
698;"Finance";"Europe";97480620;15
699;"Finance";"North America";32529971;2518
700;"Healthcare";"Middle East";26681935;398
701;"Finance";"Asia-Pacific";14963441;148
702;"Transportation";"Middle East";430083049;10
703;"Technology";"Asia-Pacific";308015734;830
704;"Transportation";"South America";260553991;30
705;"Retail";"Middle East";1796657;505
706;"Retail";"South America";23646804;2538
707;"Manufacturing";"Europe";304449543;72
708;"Transportation";"Europe";15067295;4184
709;"Transportation";"North America";1800101;11
710;"Transportation";"Middle East";87655044;830
711;"Energy";"South America";93902446;43
712;"Finance";"Asia-Pacific";323981653;194
713;"Technology";"Europe";2819822;868
714;"Manufacturing";"Europe";2044257;175
715;"Transportation";"Asia-Pacific";11339776;48
